,time,TID,HEH,N1MeV,run_group,dt,dTID,dHEH,dN1MeV,TID_dose_rate,N1MeV_dose_rate,HEH_dose_rate,beam_on
59,2022-11-09 12:41:06.349234944,0.50875435276304,959002064.5664772,4698386188.232173,3,51.0549056,0.009823956266716227,18518159.679273963,90725003.50446033,0.0001924194384704969,1777008.5447863473,362710.6829725284,True
60,2022-11-09 12:41:57.404140544,0.5258071646578812,991146618.6621814,4855870238.13191,3,51.0549056,0.017052811894841202,32144554.095704198,157484049.89973736,0.0003340092728492128,3084601.7253185827,629607.5512811095,True
61,2022-11-09 12:42:48.459045888,0.5395165244212564,1016988764.7697448,4982477246.4295845,3,51.054905344,0.013709359763375173,25842146.107563376,126607008.29767418,0.00026852189169686324,2479820.6449432406,506163.8237000543,True
62,2022-11-09 12:43:39.513951232,0.5513075878552192,1039214921.8830802,5091368638.280737,3,51.054905344,0.011791063433962745,22226157.11333549,108891391.85115242,0.000230948688564133,2132829.179046738,435338.3276999361,True
63,2022-11-09 12:44:30.568856832,0.5660836777524075,1067067854.5227025,5227826982.689953,3,51.0549056,0.014776089897188371,27852932.63962221,136458344.40921593,0.0002894156736466157,2672776.353330794,545548.6071767844,True
64,2022-11-09 12:45:21.623762432,0.5756354872642082,1085073017.510328,5316038689.654495,3,51.0549056,0.00955180951180068,18005162.9876256,88211706.96454239,0.0001870889662716501,1727781.2176493849,352662.74172928056,True
65,2022-11-09 12:46:12.678667776,0.5836380307754565,1100157813.7531323,5389942804.085707,3,51.054905344,0.008002543511248295,15084796.242804289,73904114.43121147,0.0001567438712759999,1447541.8950100301,295462.2311248113,True
66,2022-11-09 12:47:03.733573376,0.5836490225132966,1100178533.1813293,5390044313.643261,3,51.0549056,1.0991737840138072e-05,20719.428196907043,101509.557554245,2.152924917001134e-07,1988.2429780507712,405.82639324098653,False
67,2022-11-09 12:47:54.788478976,0.5836588371549882,1100197033.7830322,5390134952.625936,3,51.0549056,9.814641691585635e-06,18500.601702928543,90638.9826745987,1.9223699615626428e-07,1775.3236757448574,362.366779166634,False
68,2022-11-09 12:48:45.843384320,0.5836701829791181,1100218420.6639614,5390239732.198034,3,51.054905344,1.1345824129871396e-05,21386.880929231644,104779.572098732,2.222278947228479e-07,2052.291966711985,418.8996294309072,False
69,2022-11-09 12:49:36.898289920,0.5836782756100194,1100233675.2749536,5390314468.27655,3,51.0549056,8.092630901290754e-06,15254.610992193222,74736.07851600647,1.585083902552697e-07,1463.837365630277,298.78834977599536,False
70,2022-11-09 12:50:27.953195264,0.5836790303447983,1100235097.9501746,5390321438.311188,3,51.054905344,7.547347788960934e-07,1422.675220966339,6970.034637451172,1.4782806349572251e-08,136.52037136271557,27.865593156633533,False
71,2022-11-09 12:51:19.008100864,0.583680037887536,1100236997.1684525,5390330743.047071,3,51.0549056,1.0075427376854407e-06,1899.2182779312134,9304.735883712769,1.9734494185127642e-08,182.24959530064763,37.19952579701202,False
72,2022-11-09 12:52:10.063006464,0.5836824872444861,1100241614.206831,5390353363.049835,3,51.0549056,2.449356950151582e-06,4617.038378477097,22620.00276374817,4.797495796665585e-08,443.05248433851125,90.4328060980118,False
73,2022-11-09 12:53:01.117911808,0.583683669247267,1100243842.2823277,5390364278.937846,3,51.054905344,1.1820027808751021e-06,2228.075496673584,10915.888010978699,2.3151600672079433e-08,213.8068406439919,43.64077225608702,False
74,2022-11-09 12:53:52.172817152,0.5836862325600183,1100248674.127416,5390387951.331333,3,51.054905344,2.5633127512803e-06,4831.8450882434845,23672.393486976624,5.0206982737684026e-08,463.6654074172839,94.64017327399327,False
75,2022-11-09 12:54:43.227723008,0.583691786404313,1100259143.125108,5390439241.517223,3,51.054905856,5.553844294681198e-06,10468.997692108154,51290.185890197754,1.0878179484545084e-07,1004.60837269706,205.05370672185526,False
76,2022-11-09 12:55:34.282628352,0.5836933575201084,1100262104.678721,5390453750.89432,3,51.054905344,1.571115795462319e-06,2961.553612947464,14509.377096176147,3.077306254661301e-08,284.1916364042637,58.00722953050206,False
77,2022-11-09 12:56:25.337533696,0.5907203883612926,1113508059.328286,5455348929.617004,3,51.054905344,0.0070270308411841675,13245954.649564981,64895178.72268486,0.000137636742127659,1271086.0648047677,259445.28856367088,True
78,2022-11-09 12:57:16.392439040,0.6040056275449365,1138550738.0516815,5578039151.231414,3,51.054905344,0.013285239183643882,25042678.723395586,122690221.61440945,0.0002602147451675801,2403103.497846913,490504.85070262925,True
79,2022-11-09 12:58:07.447344896,0.6166496869095754,1162384792.678115,5694808027.132664,3,51.054905856,0.012644059364638971,23834054.626433372,116768875.90124989,0.0002476561096851584,2287123.5181707256,466831.8201125893,True
80,2022-11-09 12:58:58.502250240,0.6306354388456159,1188747938.0906992,5823967538.734797,3,51.054905344,0.013985751936040458,26363145.412584305,129159511.6021328,0.0002739355178862176,2529815.905677939,516368.5102333172,True
81,2022-11-09 12:59:49.557155584,0.6464978952601725,1218648671.8496122,5970458562.79155,3,51.054905344,0.015862456414556636,29900733.75891304,146491024.05675316,0.00031069407156232836,2869284.0202076463,585658.3918322158,True
82,2022-11-09 13:00:40.612061184,0.6605143829600868,1245069754.1837204,6099901921.573927,3,51.0549056,0.01401648769991426,26421082.334108114,129443358.78237724,0.0002745375304330062,2535375.5385726783,517503.304013711,True
83,2022-11-09 13:01:31.666966784,0.6742775623141614,1271013350.231347,6227005957.995733,3,51.0549056,0.013763179354074562,25943596.047626734,127104036.42180634,0.0002695760415640561,2489555.801309842,508150.89642682124,True
84,2022-11-09 13:02:22.721872128,0.6872936121606256,1295548606.9961643,6347210195.054031,3,51.054905344,0.013016049846464206,24535256.764817238,120204237.05829811,0.0002549421991631184,2354411.123639946,480566.1003482917,True
85,2022-11-09 13:03:13.776777728,0.699921178123781,1319351571.5572472,6463826753.104225,3,51.0549056,0.012627565963155396,23802964.56108284,116616558.05019379,0.00024733305868957276,2284140.116991888,466222.8689162994,True
86,2022-11-09 13:04:04.831683072,0.7132030557208167,1344387913.6891625,6586485930.203725,3,51.054905344,0.013281877597035696,25036342.13191533,122659177.0994997,0.00026014890258917287,2402495.43649217,490380.7374281542,True
87,2022-11-09 13:04:55.886588672,0.7271859610538494,1370745693.2544637,6715619153.204723,3,51.0549056,0.013982905333032702,26357779.56530118,129133223.0009985,0.000273879760792912,2529300.9845658885,516263.40810041927,True
88,2022-11-09 13:05:46.941494272,0.7401111577621906,1395109691.834345,6834984354.435619,3,51.0549056,0.012925196708341247,24363998.57988143,119365201.230896,0.000253162679598437,2337977.1214560037,477211.70558547525,True
89,2022-11-09 13:06:37.996399616,0.753502565300579,1420352497.9293077,6958655049.099253,3,51.054905344,0.013391407538388411,25242806.094962597,123670694.66363335,0.0002622942388818311,2422307.7847340913,494424.6968020115,True
90,2022-11-09 13:07:29.051304960,0.7663714505868087,1444610349.4663763,7077500209.948278,3,51.054905344,0.012868885286229648,24257851.537068605,118845160.84902573,0.0002520597227537903,2327791.228840119,475132.63169568096,True
91,2022-11-09 13:08:20.106210816,0.780616619282334,1471462495.52648,7209055455.588146,3,51.054905856,0.014245168695525279,26852146.060103655,131555245.63986778,0.0002790166479927253,2576740.53911525,525946.4415787965,True
92,2022-11-09 13:09:11.161116160,0.7964987789683997,1501400369.9564323,7355728440.896372,3,51.054905344,0.015882159686065767,29937874.429952383,146672985.30822563,0.0003110799947439771,2872848.050935868,586385.8571127622,True
93,2022-11-09 13:10:02.216021504,0.8102382720877366,1527299317.4464755,7482613733.090166,3,51.054905344,0.013739493119336865,25898947.490043163,126885292.19379425,0.0002691121064031419,2485271.3238593023,507276.3785485467,True
94,2022-11-09 13:10:53.270927104,0.824368124501059,1553934092.2897823,7613104023.856159,3,51.0549056,0.01412985241332243,26634774.84330678,130490290.76599312,0.00027675797746108124,2555881.5403233874,521688.8471400245,True
95,2022-11-09 13:11:44.325832704,0.8375103742154333,1578707235.8327985,7734473726.552489,3,51.0549056,0.013142249714374277,24773143.543016195,121369702.69633007,0.0002574140439576932,2377238.8034016867,485225.528318599,True
96,2022-11-09 13:12:35.380738048,0.851257629894792,1604620815.7501557,7861430706.594446,3,51.054905344,0.01374725567935875,25913579.917357206,126956980.0419569,0.0002692641497762435,2486675.4562865323,507562.98033960775,True
97,2022-11-09 13:13:26.435643648,0.8638048186908865,1628272269.334012,7977304975.228309,3,51.0549056,0.01254718879609451,23651453.583856344,115874268.6338625,0.00024575873069667396,2269601.075001547,463255.2603105067,True
98,2022-11-09 13:14:17.490548992,0.8771854626286755,1653494786.0395255,8100876267.199627,3,51.054905344,0.013380643937788927,25222516.705513477,123571291.97131824,0.0002620834148576368,2420360.8084025253,494027.29347098165,True
99,2022-11-09 13:15:08.545454592,0.8905081050063501,1678607969.7917275,8223911910.232596,3,51.0549056,0.013322642377674665,25113183.752202034,123035643.03296947,0.00026094735111359537,2409869.170984609,491885.8130687061,True
100,2022-11-09 13:15:59.600360192,0.9038891250541948,1703831195.4647777,8347486675.609658,3,51.0549056,0.013381020047844694,25223225.673050165,123574765.37706184,0.00026209078031954474,2420428.829018574,494041.1773682756,True
101,2022-11-09 13:16:50.655265536,0.9166871661767948,1727955505.7381415,8465677585.073694,3,51.054905344,0.012798041122599968,24124310.27336383,118190909.46403599,0.0002506721153700856,2314976.566261049,472516.99147844827,True
102,2022-11-09 13:17:41.710170880,0.9300398039993094,1753125230.9103289,8588990238.382804,3,51.054905344,0.013352637822514613,25169725.17218733,123312653.30910969,0.00026153486589675605,2415294.9158998188,492993.2785615337,True
103,2022-11-09 13:18:32.765076480,0.9458673411181592,1782960141.789311,8735158780.01604,3,51.0549056,0.015827537118849766,29834910.878982067,146168541.63323689,0.0003100101142650975,2862967.6211415203,584369.1321795739,True
104,2022-11-09 13:19:23.819982080,0.9599048951538146,1809420934.1708305,8864796688.05455,3,51.0549056,0.01403755403565543,26460792.381519556,129637908.03850937,0.00027495015161981673,2539186.1274641035,518281.09503975965,True
105,2022-11-09 13:20:14.874887424,0.9740209127374336,1836029630.357165,8995159213.087547,3,51.054905344,0.014116017583619023,26608696.18633461,130362525.03299713,0.0002764869994079412,2553379.036835633,521178.0534514629,True
106,2022-11-09 13:21:05.929792768,0.9871599369876044,1860796693.8994637,9116499128.37001,3,51.054905344,0.013139024250170772,24767063.542298555,121339915.28246307,0.00025735086886641105,2376655.37649896,485106.4432579385,True
107,2022-11-09 13:21:56.984698624,0.9998592976314032,1884734991.4490263,9233778715.90406,3,51.054905856,0.01269936064379884,23938297.549562693,117279587.53404999,0.0002487392823643099,2297126.7024727506,468873.60084612615,True
108,2022-11-09 13:22:48.039603968,1.013193367295676,1909869715.638929,9356919890.82139,3,51.054905344,0.013334069664272863,25134724.189902544,123141174.91732979,0.00026117117590229537,2411936.2103920034,492307.72284364625,True
109,2022-11-09 13:23:39.094509312,1.0264721078071004,1934900144.3637905,9479550096.69022,3,51.054905344,0.013278740511424303,25030428.72486162,122630205.86882973,0.00026008745725712777,2401927.984051023,490264.912964004,True
110,2022-11-09 13:24:30.149414912,1.0400893281152983,1960568607.5784943,9605306189.922018,3,51.0549056,0.013617220308197897,25668463.2147038,125756093.23179817,0.0002667171772852695,2463153.966380033,502761.93664539454,True
111,2022-11-09 13:25:21.204320512,1.0531170602089592,1985125885.3817933,9725618313.445717,3,51.0549056,0.013027732093660926,24557277.80329895,120312123.5236988,0.00025517101521505757,2356524.2577531827,480997.4186554749,True
112,2022-11-09 13:26:12.259225856,1.0658443329490392,2009116797.2388608,9843155671.369228,3,51.054905344,0.012727272740080009,23990911.857067585,117537357.9235115,0.0002492859922925256,2302175.6113651195,469904.1491786256,True
113,2022-11-09 13:27:03.314131456,1.0798713675280904,2035557760.4424143,9972696431.40429,3,51.0549056,0.01402703457905119,26440963.20355344,129540760.03506088,0.00027474410958564557,2537283.313183932,517892.7057609414,True
114,2022-11-09 13:27:54.369036800,1.0956732973850998,2065344401.6273096,10118628487.974163,3,51.054905344,0.015801929857009345,29786641.184895277,145932056.5698738,0.0003095085526168035,2858335.660140908,583423.6883644682,True
115,2022-11-09 13:28:45.423942400,1.1097127387732302,2091808751.668652,10248283825.86021,3,51.0549056,0.014039441388130403,26464350.041342497,129655337.88604736,0.0002749871187330215,2539527.5216422565,518350.77805613447,True
116,2022-11-09 13:29:36.478848000,1.1236615450455436,2118102254.497151,10377102141.371876,3,51.0549056,0.01394880627231343,26293502.82849884,128818315.51166534,0.00027321187079647506,2523132.968277692,515004.4353132413,True
117,2022-11-09 13:30:27.533753344,1.1365504449648418,2142397833.6218665,10496132138.920698,3,51.054905344,0.012888899919298202,24295579.124715567,119029997.5488224,0.0002524517444984924,2331411.580274546,475871.5927689169,True
118,2022-11-09 13:31:18.588658688,1.14929788523045,2166426761.268899,10613855745.517818,3,51.054905344,0.012747440265608256,24028927.6470325,117723606.59712029,0.0002496810087046091,2305823.618786813,470648.7552004911,True
119,2022-11-09 13:32:09.643564544,1.1633273367964934,2192872280.493454,10743418826.616549,3,51.054905856,0.014029451566043294,26445519.224555016,129563081.09873009,0.0002747914491432667,2537720.4976963787,517981.9408372707,True
120,2022-11-09 13:33:00.698469888,1.1760078561911105,2216775062.2842503,10860524413.742657,3,51.054905344,0.012680519394617118,23902781.79079628,117105587.12610817,0.0002483702458985626,2293718.6218849877,468177.9670286931,True
121,2022-11-09 13:33:51.753375232,1.1894877681159168,2242184699.166679,10985012453.328228,3,51.054905344,0.013479911924806354,25409636.882428646,124488039.58557129,0.00026402775274933537,2438316.920710954,497692.37081574183,True
122,2022-11-09 13:34:42.808280832,1.2030037728167198,2267662370.939636,11109833812.519447,3,51.0549056,0.013516004700802942,25477671.772957325,124821359.19121933,0.00026473469183738814,2444845.558410343,499024.95114901016,True
123,2022-11-09 13:35:33.863186432,1.2157261184999,2291643995.293385,11227325668.687626,3,51.0549056,0.012722345683180203,23981624.3537488,117491856.16817856,0.00024918948597919263,2301284.368023169,469722.23475717875,True
124,2022-11-09 13:36:24.918091776,1.2299461564708023,2318448769.9321613,11358648830.12256,3,51.054905344,0.014220037970902322,26804774.638776302,131323161.43493462,0.0002785244214065215,2572194.7881422876,525018.5943577783,True
125,2022-11-09 13:37:15.972997120,1.245727212617976,2348196064.16952,11504388116.35159,3,51.054905344,0.015781056147173622,29747294.23735857,145739286.2290287,0.000309099704344633,2854559.914410968,582653.0092833575,True
126,2022-11-09 13:38:07.027902720,1.2596532511881096,2374446649.8745046,11632996170.355164,3,51.0549056,0.013926038570133636,26250585.704984665,128608054.00357437,0.00027276592535965116,2519014.6273343493,514163.8280687501,True
127,2022-11-09 13:38:58.082808320,1.2735948811275013,2400726625.313901,11761748211.871737,3,51.0549056,0.013941629939391742,26279975.43939638,128752041.51657295,0.0002730713097115538,2521834.87567888,514739.4776379017,True
128,2022-11-09 13:39:49.137713664,1.2869193453679868,2425843243.277893,11884800679.950071,3,51.054905344,0.0133244642404855,25116617.96399212,123052468.07833481,0.0002609830368053243,2410198.7311351663,491953.0806052868,True
129,2022-11-09 13:40:40.192619264,1.29921958767584,2449029202.678212,11998394378.47523,3,51.0549056,0.012300242307853093,23185959.4003191,113593698.52515793,0.00024092184998287595,2224932.103785105,454137.73912293947,True
