,time,TID,HEH,N1MeV,run_group,dt,dTID,dHEH,dN1MeV,TID_dose_rate,N1MeV_dose_rate,HEH_dose_rate,beam_on
0,2022-11-09 11:50:54.109810944,0.0,0.0,0.0,3,,,,,,,,False
1,2022-11-09 11:51:45.164716544,4.695416161787342e-06,8850.860476569062,43362.53502841076,3,51.0549056,4.695416161787342e-06,8850.860476569062,43362.53502841076,9.196797264839801e-08,849.3314113269219,173.35964825619152,False
2,2022-11-09 11:52:36.219621888,6.248074831431162e-06,11777.622403358882,57701.45912581541,3,51.054905344,1.5526586696438199e-06,2926.761926789821,14338.924097404648,3.04115473171921e-08,280.8530150196384,57.325773244896936,False
3,2022-11-09 11:53:27.274527488,1.417936868509247e-05,26728.11302626127,130947.5774036661,3,51.0549056,7.931293853661308e-06,14950.490622902389,73246.11827785069,1.55348320801935e-07,1434.653877371006,292.83161818053367,False
4,2022-11-09 11:54:18.329433088,2.4191264090925776e-05,45600.53802326131,223408.21353841352,3,51.0549056,1.0011895405833307e-05,18872.42499700004,92460.63613474742,1.9610055661004506e-07,1811.0039583492526,369.6495914586519,False
5,2022-11-09 11:55:09.384338432,2.6601463821333925e-05,50143.76503434409,245666.59631731207,3,51.054905344,2.4101997304081486e-06,4543.227011082781,22258.38277889855,4.720799527819312e-08,435.9695239649361,88.98708127008022,False
6,2022-11-09 11:56:00.439244032,3.5245550331150136e-05,66437.8699676655,325495.4104533177,3,51.0549056,8.644086509816211e-06,16294.104933321403,79828.81413600562,1.693096169355411e-07,1563.587537727337,319.14866440026094,False
7,2022-11-09 11:56:51.494149376,4.021196878690312e-05,75799.56982674563,371360.6728353761,3,51.054905344,4.966418455752985e-06,9361.699859080138,45865.26238205843,9.727602905714998e-08,898.3517268913816,183.36533573027828,False
8,2022-11-09 11:57:42.549054976,4.923696576563702e-05,92811.69107604178,454707.22490599833,3,51.0549056,9.024996978733897e-06,17012.12124929615,83346.55207062222,1.7677041750781138e-07,1632.488613799772,333.2122750863758,False
9,2022-11-09 11:58:33.603960576,5.290074664985608e-05,99717.91883213488,488542.5275616624,3,51.0549056,3.663780884219058e-06,6906.227756093096,33835.3026556641,7.176158375306168e-08,662.7238314914072,135.27060083513496,False
10,2022-11-09 11:59:24.658865920,6.268337439424886e-05,118158.17423792512,578885.8589341601,3,51.054905344,9.782627744392785e-06,18440.255405790245,90343.33137249766,1.916099477313485e-07,1769.5328345783498,361.1847927548328,False
11,2022-11-09 12:00:15.713771264,7.361517581736112e-05,138764.62227568435,679841.8989953445,3,51.054905344,1.0931801423112261e-05,20606.448037759226,100956.04006118444,2.1411853277281559e-07,1977.4013756554511,403.6134804073417,False
12,2022-11-09 12:01:06.768676864,7.956949999002078e-05,149988.52462397207,734830.5478415808,3,51.0549056,5.954324172659654e-06,11223.902348287724,54988.64884623629,1.1662589721171974e-07,1077.049270780285,219.83984137045832,False
13,2022-11-09 12:01:57.823582464,8.111816811063192e-05,152907.76436497556,749132.6189069538,3,51.0549056,1.5486681206111424e-06,2919.23974100349,14302.07106537302,3.033338525281971e-08,280.13118224966456,57.17843773671555,False
14,2022-11-09 12:02:48.878487808,8.338990620563654e-05,157189.99116349194,770112.29766721,3,51.054905344,2.2717380950046227e-06,4282.226798516378,20979.678760256153,4.449598093852109e-08,410.9238596937619,83.87493365551069,False
15,2022-11-09 12:03:39.933393152,9.271654294137105e-05,174770.70341972075,856244.5164558,3,51.054905344,9.326636735734504e-06,17580.712256228813,86132.21878859005,1.8267856287056216e-07,1687.0507977293187,344.3491303680364,False
16,2022-11-09 12:04:30.988299008,9.585721643093108e-05,180690.87362418117,885248.8814601594,3,51.054905856,3.1406734895600338e-06,5920.170204460417,29004.365004359395,6.151560632426355e-08,568.1014295896657,115.95693117441476,False
17,2022-11-09 12:05:22.043204352,9.932836911505948e-05,187233.9971816027,917305.247641168,3,51.054905344,3.4711526841283964e-06,6543.123557421524,32056.366181008518,6.79886224592977e-08,627.880239225158,128.1585679835263,False
18,2022-11-09 12:06:13.098109696,0.0001022078785071,192661.8730059852,943897.7418046154,3,51.054905344,2.8795093920405224e-06,5427.8758243825,26592.49416344741,5.640024935192489e-08,520.8607083740793,106.31448217973019,False
19,2022-11-09 12:07:04.153015296,0.0001023189006583,192871.1497849198,944923.0400432677,3,51.0549056,1.1102215119999535e-07,209.27677893461077,1025.2982386522926,2.1745638327063198e-09,20.082266857668866,4.099053293217935,False
20,2022-11-09 12:07:55.207920896,0.0096983647950945,18281419.72820918,89565156.45367426,3,51.0549056,0.0095960458944362,18088548.57842426,88620233.41363099,0.0001879554135232051,1735782.9256985444,354295.99498513737,True
21,2022-11-09 12:08:46.262826240,0.0205638793942709,38762917.088568166,189909032.5179304,3,51.054905344,0.010865514599176401,20481497.360358987,100343876.06425613,0.00021282018889206154,1965411.0684988,401166.101912399,True
22,2022-11-09 12:09:37.317731840,0.0346378421479511,65292339.91140829,319883177.9114027,3,51.0549056,0.014073962753680197,26529422.822840124,129974145.39347231,0.00027566328031130855,2545771.9266348486,519625.34277685796,True
23,2022-11-09 12:10:28.372637184,0.0475146332061214,89565093.83028853,438801349.1818463,3,51.054905344,0.0128767910581703,24272753.91888024,118918171.27044362,0.00025221457118387527,2329221.2661876758,475424.52101975714,True
24,2022-11-09 12:11:19.427542784,0.0583828051896676,110051600.36075713,539169766.3983345,3,51.0549056,0.010868171983546199,20486506.530468598,100368417.21648818,0.00021287223736530028,1965891.7402148363,401264.2132956681,True
25,2022-11-09 12:12:10.482448384,0.0758272758662461,142934431.34441656,700270815.7411629,3,51.0549056,0.017444470676578505,32882830.98365943,161101049.3428284,0.0003416805980065999,3155447.0123793236,644068.0008555227,True
26,2022-11-09 12:13:01.537353728,0.093488593362364,176226018.62962627,863374462.4010525,3,51.054905344,0.017661317496117893,33291587.285209715,163103646.65988958,0.0003459279255757833,3194671.4142533927,652074.2142384985,True
27,2022-11-09 12:13:52.592259072,0.0945935566468613,178308874.65896165,873578884.6456795,3,51.054905344,0.0011049632844973012,2082856.0293353796,10204422.244626999,2.1642646814292e-05,199871.53390788194,40796.393907723854,True
28,2022-11-09 12:14:43.647164928,0.0945982026512231,178317632.37818465,873621790.8588755,3,51.054905856,4.646004361799627e-06,8757.719222992659,42906.2131960392,9.100015530150324e-08,840.3935425335201,171.53531234968378,False
29,2022-11-09 12:15:34.702070272,0.1077796364869118,203164637.9983205,995353361.9763443,3,51.054905344,0.013181433835688705,24847005.620135844,121731571.11746883,0.0002581815350919614,2384326.6439778996,486672.2492720453,True
30,2022-11-09 12:16:25.756975616,0.1222753620193889,230489083.75005892,1129222519.5772746,3,51.054905344,0.014495725532477105,27324445.75173843,133869157.60093021,0.0002839242465500066,2622062.5951402844,535197.2659165768,True
31,2022-11-09 12:17:16.811881216,0.1365284823865731,257356218.7129525,1260851199.526043,3,51.0549056,0.014253120367184208,26867134.962893575,131628679.94876838,0.0002791723968476833,2578178.8919568267,526240.0282039416,True
32,2022-11-09 12:18:07.866786816,0.1492943070672626,281419800.9863745,1378744587.632505,3,51.0549056,0.012765824680689486,24063582.273422003,117893388.106462,0.0002500410985127644,2309149.0762929157,471327.5245664543,True
33,2022-11-09 12:18:58.921692160,0.1578155160552853,297482281.7646419,1457438618.2563825,3,51.054905344,0.008521208988022694,16062480.778267384,78694030.62387753,0.0001669028456836442,1541360.817215298,314611.90007191064,True
34,2022-11-09 12:19:49.976597504,0.1759466215466447,331659419.52209485,1624880793.7490032,3,51.054905344,0.018131105491359406,34177137.757452965,167442175.4926207,0.0003551295486534515,3279649.122144511,669419.2757223373,True
35,2022-11-09 12:20:41.031503104,0.1863851021439522,351335957.696929,1721280977.4489782,3,51.0549056,0.010438480597307509,19676538.174834132,96400183.69997501,0.00020445597684755115,1888166.9169118004,385399.5604064761,True
36,2022-11-09 12:21:32.086408704,0.1957966152230951,369076661.8787688,1808197035.8989136,3,51.0549056,0.009411513079142897,17740704.181839824,86916058.44993544,0.00018434101421867867,1702403.6657886885,347482.851517403,True
37,2022-11-09 12:22:23.141314048,0.2084405804148645,392910538.9893224,1924965042.106356,3,51.054905344,0.012643965191769385,23833877.110553622,116768006.20744228,0.00024765426762769055,2287106.506626105,466828.34783385985,True
38,2022-11-09 12:23:14.196219648,0.2242152139368522,422645726.5768216,2070645014.8901,3,51.0549056,0.015774633521987713,29735187.5874992,145679972.7837441,0.0003089739043996531,2853398.142092424,582415.8763599634,True
39,2022-11-09 12:24:05.251124992,0.2377224569636886,448106882.5924646,2195385459.337839,3,51.054905344,0.013507243026836396,25461156.015643,124740444.44773912,0.00026456308039015443,2443260.713290083,498701.46353400714,True
40,2022-11-09 12:24:56.306030592,0.250115588566305,471467938.3334241,2309836997.756021,3,51.0549056,0.012393131602616403,23361055.740959466,114451538.4181819,0.00024274124997336992,2241734.4048165646,457567.30849698145,True
41,2022-11-09 12:25:47.360936192,0.2650521425476365,499623345.8062272,2447777240.516673,3,51.0549056,0.01493655398133148,28155407.472803116,137940242.76065207,0.0002925586445767805,2701801.935378607,551473.1080572817,True
42,2022-11-09 12:26:38.415841536,0.275855334132182,519987364.27057993,2547545558.67256,3,51.054905344,0.010803191584545513,20364018.464352727,99768318.15588713,0.00021159948317904599,1954137.7558858201,398865.0713803726,True
43,2022-11-09 12:27:29.470746880,0.2933463819955677,552957993.2614057,2709076751.9738493,3,51.054905344,0.017491047863385678,32970628.990825772,161531193.30128908,0.00034259289573712305,3163872.1531832656,645787.6822741089,True
44,2022-11-09 12:28:20.525652736,0.3054877101590026,575844399.4652586,2821202865.9620004,3,51.054905856,0.012141328163434939,22886406.203852892,112126113.98815107,0.00023780923615214313,2196186.871921809,448270.4613813967,True
45,2022-11-09 12:29:11.580558080,0.3181583695108967,599728595.0733984,2938217394.8233614,3,51.054905344,0.012670659351894098,23884195.608139753,117014528.86136103,0.0002481771196424941,2291935.0858244738,467813.92399440886,True
46,2022-11-09 12:30:02.635463424,0.3350075140341594,631489236.1297982,3093820560.6374483,3,51.054905344,0.016849144523262694,31760641.056399822,155603165.8140869,0.00033002009130632566,3047761.3221620335,622087.9432133224,True
47,2022-11-09 12:30:53.690369024,0.3437329948819062,647936769.4076545,3174401057.84222,3,51.0549056,0.00872548084774677,16447533.27785635,80580497.20477152,0.000170903868006501,1578310.5708998025,322153.82801249076,True
48,2022-11-09 12:31:44.745274624,0.3617656213534835,681928274.1916016,3340933771.8946347,3,51.0549056,0.01803262647157733,33991504.78394711,166532714.0524149,0.00035320066229986975,3261835.7059975625,665783.3245302703,True
49,2022-11-09 12:32:35.800179968,0.3731766395971643,703438046.0393767,3446315416.726961,3,51.054905344,0.011411018243680793,21509771.8477751,105381644.83232641,0.00022350483595641064,2064084.6187507608,421306.66393063724,True
50,2022-11-09 12:33:26.855085568,0.385938829528443,727494776.8093765,3564175237.638693,3,51.0549056,0.0127621899312787,24056730.769999743,117859820.91173172,0.00024996990556141,2308491.603826053,471193.3258378161,True
51,2022-11-09 12:34:17.909990912,0.4028892988226212,759446415.0807817,3720714145.626992,3,51.054905344,0.016950469294178205,31951638.27140522,156538907.98829937,0.0003320047149234453,3066089.476291545,625828.9591591652,True
52,2022-11-09 12:35:08.964896512,0.4154310369013064,783087594.0611473,3836538076.459808,3,51.0549056,0.012541738078685194,23641178.980365634,115823930.83281565,0.00024565196882246696,2268615.1207537567,463054.01415462873,True
53,2022-11-09 12:36:00.019802112,0.4304366684906865,811373212.8400043,3975116256.326667,3,51.0549056,0.01500563158938012,28285618.778856993,138578179.86685896,0.0002939116508596604,2714297.054088745,554023.5251920042,True
54,2022-11-09 12:36:51.074707456,0.4410967975333532,831467558.3820934,4073563380.733218,3,51.054905344,0.010660129042666666,20094345.542089105,98447124.40655136,0.00020879735200448178,1928259.8556050584,393583.0535126162,True
55,2022-11-09 12:37:42.129612800,0.4565227977538417,860545572.1211555,4216023697.7447305,3,51.054905344,0.015426000220488512,29078013.73906207,142460317.01151228,0.0003021453103585351,2790335.5427188994,569543.9751212727,True
56,2022-11-09 12:38:33.184518400,0.470680934443654,887233662.8317395,4346775196.013484,3,51.0549056,0.014158136689812306,26688090.710584044,130751498.26875353,0.0002773119746951859,2560997.7480548616,522733.1320456706,True
57,2022-11-09 12:39:24.239424000,0.4841315078835357,912587996.663764,4470992292.39905,3,51.0549056,0.013450573439881708,25354333.832024455,124217096.38556576,0.0002634531056675131,2433010.0100227343,496609.1609426941,True
58,2022-11-09 12:40:15.294329344,0.4989303964963238,940483904.8872032,4607661184.727713,3,51.054905344,0.014798888612788108,27895908.223439217,136668892.32866287,0.0002898622279891717,2676900.317566141,546390.3622087032,True
